year,sale_date,postal_code,price,description_of_property,property_size_description,formatted_address,latitude,longitude,geo_county
2017,26/06/2017,Dublin 12,250000,Second-Hand Dwelling house /Apartment,,"374 Kildare Rd, Drimnagh, Dublin 12, D12 H2YD, Ireland",53.3250225,-6.3162965,Dublin City
2017,19/05/2017,Dublin 12,290000,Second-Hand Dwelling house /Apartment,,"374 Mourne Rd, Drimnagh, Dublin 12, D12 KX83, Ireland",53.3332399,-6.3141819,Dublin City
2017,07/02/2017,Dublin 14,475770,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Trimbleston Goatstown Road Goatstown, Goatstown Rd, Dublin 14, Ireland",53.2997325,-6.2329552,Dn Laoghaire-Rathdown
2017,12/06/2017,Dublin 7,130800,Second-Hand Dwelling house /Apartment,,"377 Carnlough Rd, Cabra West, Dublin 7, D07 TY03, Ireland",53.3700523,-6.2965125,Dublin City
2017,19/01/2017,Dublin 12,215000,Second-Hand Dwelling house /Apartment,,"378 Cashel Rd, Kimmage, Dublin 12, D12 DX70, Ireland",53.3151719,-6.30143,Dublin City
2017,16/03/2017,Dublin 14,511014,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Trimbleston Goatstown Road Goatstown, Goatstown Rd, Dublin 14, Ireland",53.2997325,-6.2329552,Dn Laoghaire-Rathdown
2017,07/03/2017,,672500,Second-Hand Dwelling house /Apartment,,"38 Ardmeen Park, Glebe, Blackrock, Co. Dublin, A94 VK40, Ireland",53.283601,-6.1796606,Dn Laoghaire-Rathdown
2017,03/03/2017,,307000,Second-Hand Dwelling house /Apartment,,"38 Boroimhe Hazel, Nevinstown West, Swords, Co. Dublin, K67 KX64, Ireland",53.4431159,-6.231966,Fingal
2017,09/02/2017,,590309.2,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"38 Boyd Ave, Honeypark, Dublin, Ireland",53.2809106,-6.1428043,Dn Laoghaire-Rathdown
2017,14/02/2017,Dublin 18,910000,Second-Hand Dwelling house /Apartment,,"38 Brighton Ave, Kerrymount, Dublin 18, D18 R8H7, Ireland",53.2564542,-6.1771702,Dn Laoghaire-Rathdown
2017,23/02/2017,,221000,Second-Hand Dwelling house /Apartment,,"38 Chieftain's Dr, Chieftain's Way, Balbriggan, Co. Dublin, K32 KD68, Ireland",53.6125659,-6.2016923,Fingal
2017,12/05/2017,Dublin 10,221000,Second-Hand Dwelling house /Apartment,,"38 Claddagh Rd, Cherry Orchard, Dublin 10, D10 EK46, Ireland",53.3413019,-6.3642504,Dublin City
2017,01/03/2017,Dublin 14,440000,Second-Hand Dwelling house /Apartment,,"38 Drummartin Terrace, Mountanville, Dublin 14, D14 C927, Ireland",53.2911418,-6.2302788,Dn Laoghaire-Rathdown
2017,05/04/2017,Dublin 5,525000,Second-Hand Dwelling house /Apartment,,"38 Furry Park Rd, Clontarf East, Dublin 5, D05 Y682, Ireland",53.3722352,-6.1998157,Dublin City
2017,09/03/2017,Dublin 5,290000,Second-Hand Dwelling house /Apartment,,"38 Grange Park View, Donaghmede, Dublin 5, D05 HX06, Ireland",53.3879508,-6.1654709,Dublin City
2017,10/03/2017,Dublin 13,105000,Second-Hand Dwelling house /Apartment,,"38 Grange Park, Baldoyle, Dublin 13, D13 K7Y4, Ireland",53.3985276,-6.1396289,Fingal
2017,27/01/2017,,8.00E+05,Second-Hand Dwelling house /Apartment,,"38 Granville Park, Newpark, Blackrock, Co. Dublin, A94 TW93, Ireland",53.2795318,-6.1772135,Dn Laoghaire-Rathdown
2017,08/03/2017,Dublin 15,264273.1,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"38 Hollystown Park, Hollystown, Dublin 15, D15 P0K1, Ireland",53.4343964,-6.3863745,Fingal
2017,26/05/2017,Dublin 7,440000,Second-Hand Dwelling house /Apartment,,"41 Kinvara Park, Ashtown, Dublin 7, Ireland",53.3690579,-6.3186048,Dublin City
2017,16/06/2017,Dublin 11,217000,Second-Hand Dwelling house /Apartment,,"38 Lanesborough Gardens, Meakstown, Dublin 11, D11 Y177, Ireland",53.4069298,-6.2964414,Fingal
2017,03/03/2017,,249000,Second-Hand Dwelling house /Apartment,,"38 Lioscian, Rathbeale Rd, Windmill Lands, Swords, Co. Dublin, K67 FV44, Ireland",53.4627253,-6.2413122,Fingal
2017,17/02/2017,Dublin 20,165099,Second-Hand Dwelling house /Apartment,,"38 Manor Rd, Redcowfarm, Dublin 20, D20 WD25, Ireland",53.3514564,-6.368503,South Dublin
2017,07/03/2017,Dublin 7,220000,Second-Hand Dwelling house /Apartment,,"Apartment 40, Market Square, Green St, Rotunda, Dublin 7, Ireland",53.3498972,-6.2704125,Dublin City
2017,12/05/2017,Dublin 6,527000,Second-Hand Dwelling house /Apartment,,"Meadowbank, 31 Bushy Park Rd, Terenure, Dublin 6, D06 N9R2, Ireland",53.3073343,-6.2760379,Dublin City
2017,26/06/2017,,339409,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2017,30/03/2017,,405000,Second-Hand Dwelling house /Apartment,,"38 Park Rd, Glenageary Heights, Dublin, A96 D3C9, Ireland",53.2749039,-6.1349989,Dn Laoghaire-Rathdown
2017,27/04/2017,Dublin 11,135000,Second-Hand Dwelling house /Apartment,,"38 Plunkett Dr, Finglas West, Dublin 11, D11 XKX7, Ireland",53.3977362,-6.3119676,Dublin City
2017,03/02/2017,Dublin 7,191000,Second-Hand Dwelling house /Apartment,,"38 An Cuarbh�_thar Thuaidh, Arran Quay, Dublin 7, D07 V9F4, Ireland",53.3530489,-6.2962739,Dublin City
2017,15/02/2017,,230000,Second-Hand Dwelling house /Apartment,,"38 Rosewood Grove, Balgaddy, Lucan, Co. Dublin, K78 PD30, Ireland",53.3419306,-6.420958,South Dublin
2017,28/04/2017,Dublin 9,305000,Second-Hand Dwelling house /Apartment,,"38 Shanard Ave, Whitehall, Dublin 9, D09 E954, Ireland",53.3902317,-6.2627927,Dublin City
2017,14/06/2017,Dublin 9,380000,Second-Hand Dwelling house /Apartment,,"38 The Green, Beaumont Woods, Dublin 9, D09 W421, Ireland",53.3905457,-6.2331565,Dublin City
2017,08/02/2017,Dublin 5,242000,Second-Hand Dwelling house /Apartment,,"Timber Mills, Kilmore Rd, Beaumont, Dublin 5, Ireland",53.3842782,-6.2118513,Dublin City
2017,25/05/2017,Dublin 15,264273,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Clonsilla, Dublin, Ireland",53.3905516,-6.4322246,Fingal
2017,10/02/2017,Dublin 13,295000,Second-Hand Dwelling house /Apartment,,"38 Warren Green, Burrow, Dublin 13, D13 P7W7, Ireland",53.3935442,-6.123997,Fingal
2017,15/06/2017,Dublin 5,660000,Second-Hand Dwelling house /Apartment,,"38 Watermill Rd, Clontarf East, Dublin 5, D05 C9V9, Ireland",53.3775221,-6.1726202,Dublin City
2017,24/01/2017,Dublin 15,212500,Second-Hand Dwelling house /Apartment,,"Apartment 21 Rathlin Hall, Waterville Terrace, Waterville Rd, Waterville, Dublin 15, Ireland",53.3920845,-6.3717723,Fingal
2017,10/04/2017,Dublin 22,118000,Second-Hand Dwelling house /Apartment,,"Weaver Court, Neilstown Rd, Neillstown, Dublin 22, Ireland",53.3458031,-6.3991984,South Dublin
2017,08/02/2017,Dublin 15,245000,Second-Hand Dwelling house /Apartment,,"38 Westhaven, Huntstown, Dublin 15, D15 X36E, Ireland",53.4021136,-6.4174589,Fingal
2017,30/03/2017,,810000,Second-Hand Dwelling house /Apartment,,"38 Thomas Hand St, Townparks, Skerries, Co. Dublin, K34 RX58, Ireland",53.5804388,-6.1080271,Fingal
2017,02/06/2017,,395000,Second-Hand Dwelling house /Apartment,,"386 Clogher Rd, Kimmage, Dublin 12, D12 VH75, Ireland",53.3290277,-6.2848075,Dublin City
2017,18/05/2017,Dublin 6,1052000,Second-Hand Dwelling house /Apartment,,"39 Ashfield Rd, Dublin 6, D06 PF74, Ireland",53.3227154,-6.2532032,Dublin City
2017,10/03/2017,Dublin 7,245000,Second-Hand Dwelling house /Apartment,,"39 Avondale Ave, Phibsborough, Dublin 7, D07 VP94, Ireland",53.3596229,-6.275076,Dublin City
2017,08/02/2017,Dublin 4,435500,Second-Hand Dwelling house /Apartment,,"39 Beech Hill Ave, Dublin 4, D04 V0Y6, Ireland",53.3157912,-6.2339703,Dublin City
2017,03/05/2017,Dublin 5,317000,Second-Hand Dwelling house /Apartment,,"39 Beechlawn Ave, Kilmore, Dublin 5, D05 DC96, Ireland",53.3920567,-6.2078482,Dublin City
2017,16/01/2017,Dublin 12,190000,Second-Hand Dwelling house /Apartment,,"39 Inchicore Rd, Inchicore, Dublin 8, D08 A5W5, Ireland",53.3422224,-6.3119633,Dublin City
2017,02/05/2017,Dublin 15,375500,Second-Hand Dwelling house /Apartment,,"39 Bramley Cres, Carpenterstown, Dublin 15, D15 F43H, Ireland",53.3728798,-6.3865402,Fingal
2017,28/04/2017,,396476,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2017,03/02/2017,Dublin 22,180000,Second-Hand Dwelling house /Apartment,,"39 Castlegrange Dr, Deansrath, Dublin 22, D22 NR12, Ireland",53.321418,-6.4267089,South Dublin
2017,18/01/2017,Dublin 12,405000,Second-Hand Dwelling house /Apartment,,"39 Cherryfield Ave, Walkinstown, Dublin 12, D12 W3K1, Ireland",53.3144698,-6.3226889,South Dublin
2017,27/02/2017,Dublin 16,640000,Second-Hand Dwelling house /Apartment,,"39 College Park Way, Balally, Dublin 16, D16 T6V0, Ireland",53.2724477,-6.2386315,Dn Laoghaire-Rathdown
2017,14/02/2017,Dublin 15,220000,Second-Hand Dwelling house /Apartment,,"Collegefort, Castleknock, Baile ́tha Cliath, Ireland",53.3692431,-6.3738417,Fingal
2017,23/03/2017,Dublin 14,785000,Second-Hand Dwelling house /Apartment,,"39 Crannagh Road, Rathfarnham, Dublin 14, D14 NX63, Ireland",53.3018921,-6.277151,South Dublin
2017,03/02/2017,Dublin 11,5.00E+05,Second-Hand Dwelling house /Apartment,,"39 Cremore Cres, Ballygall, Dublin 11, D11 F6V2, Ireland",53.3785532,-6.2799601,Dublin City
2017,22/03/2017,Dublin 12,88334,Second-Hand Dwelling house /Apartment,,"39 Crotty Ave, Walkinstown, Dublin 12, D12 V4Y0, Ireland",53.3188253,-6.3233875,Dublin City
2017,03/03/2017,,250000,Second-Hand Dwelling house /Apartment,,"39 Earlsfort Meadows, Ballyowen, Lucan, Co. Dublin, K78 C796, Ireland",53.3471408,-6.4145657,South Dublin
2017,06/04/2017,,245000,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 8, Eaton Close, Main St, Rathcoole, Co. Dublin, Ireland",53.2815209,-6.4707408,South Dublin
2017,13/01/2017,Dublin 14,630000,Second-Hand Dwelling house /Apartment,,"39 Gledswood Ave, Farranboley, Dublin 14, D14 C8Y8, Ireland",53.3042778,-6.2412933,Dn Laoghaire-Rathdown
2017,23/03/2017,,1250000,Second-Hand Dwelling house /Apartment,,"39 Glenart Ave, Carrysfort, Blackrock, Co. Dublin, A94 A006, Ireland",53.295076,-6.1931858,Dn Laoghaire-Rathdown
2017,29/03/2017,,6.00E+05,Second-Hand Dwelling house /Apartment,,"39 Greenlea Rd, Terenure, Dublin 6W, Co. Dublin, D6W F205, Ireland",53.3092919,-6.2922342,Dublin City
2017,24/03/2017,Dublin 9,295000,Second-Hand Dwelling house /Apartment,,"39 Holly Rd, Grace Park, Dublin 9, D09 T9W9, Ireland",53.3751356,-6.2228746,Dublin City
2017,24/02/2017,Dublin 15,264273,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"39 Hollystown Park, Hollystown, Dublin 15, D15 E1W4, Ireland",53.4342808,-6.3863404,Fingal
2017,09/02/2017,Dublin 3,6.00E+05,Second-Hand Dwelling house /Apartment,,"39 Kincora Dr, Clontarf East, Dublin 3, D03 EV88, Ireland",53.3652727,-6.2093416,Dublin City
2017,11/05/2017,Dublin 7,320000,Second-Hand Dwelling house /Apartment,,"39, King's Inns Court, Phibsborough Rd, Phibsborough, Dublin 7, Ireland",53.3576678,-6.2731185,Dublin City
2017,24/03/2017,Dublin 11,220000,Second-Hand Dwelling house /Apartment,,"39 Lanesborough Grove, Jamestown Little, Dublin 11, D11 W950, Ireland",53.4028984,-6.292006,Fingal
2017,31/01/2017,,720000,Second-Hand Dwelling house /Apartment,,"39 Merville Rd, Stillorgan, Dublin, A94 AY18, Ireland",53.2845184,-6.1993916,Dn Laoghaire-Rathdown
2017,05/04/2017,Dublin 22,215000,Second-Hand Dwelling house /Apartment,,"Mill Park, Old Nangor Rd, Clondalkin, Dublin 22, Ireland",53.3243671,-6.4005664,South Dublin
2017,16/02/2017,,291000,Second-Hand Dwelling house /Apartment,,"Mountfield Park, Sainthelens, Malahide, Co. Dublin, Ireland",53.4403195,-6.1488139,Fingal
2017,19/04/2017,Dublin 13,730000,Second-Hand Dwelling house /Apartment,,"39 Offington Lawn, Howth Demesne, Dublin 13, D13 X0H4, Ireland",53.3858925,-6.0924289,Fingal
2017,21/04/2017,,595000,Second-Hand Dwelling house /Apartment,,"39 Rocwood, Galloping Green North, Blackrock, Co. Dublin, A94 PK16, Ireland",53.2786297,-6.1899045,Dn Laoghaire-Rathdown
2017,02/02/2017,,820000,Second-Hand Dwelling house /Apartment,,"39 Stillorgan Heath, Stillorgan, Dublin, A94 VR98, Ireland",53.2822127,-6.2086199,Dn Laoghaire-Rathdown
2017,31/03/2017,Dublin 17,210000,Second-Hand Dwelling house /Apartment,,"39 The Ct, Whitehall, Dublin, Ireland",53.3806776,-6.2402651,Dublin City
2017,19/05/2017,Dublin 24,248000,Second-Hand Dwelling house /Apartment,,"39 The View, Millbrook Lawns, Dublin 24, D24 K7DD, Ireland",53.2825922,-6.3506052,South Dublin
2017,08/06/2017,,360000,Second-Hand Dwelling house /Apartment,,"Booterstown Ave, Merrion, Blackrock, Co. Dublin, Ireland",53.2996153,-6.2044644,Dn Laoghaire-Rathdown
2017,23/02/2017,Dublin 13,650000,Second-Hand Dwelling house /Apartment,,"39 Woodcliff Heights, Howth, Co. Dublin, D13 HN66, Ireland",53.3782402,-6.058803,Fingal
2017,13/03/2017,Dublin 12,289000,Second-Hand Dwelling house /Apartment,,"390 Clogher Rd, Kimmage, Dublin 12, D12 W443, Ireland",53.3291028,-6.2847028,Dublin City
2017,17/02/2017,Dublin 3,697000,Second-Hand Dwelling house /Apartment,,"39C Castle Ave, Clontarf East, Dublin 3, D03 NN97, Ireland",53.3630777,-6.2066269,Dublin City
2017,03/04/2017,,475000,Second-Hand Dwelling house /Apartment,,"3 The Green, Rush, Co. Dublin, Ireland",53.5371115,-6.0966096,Fingal
2017,15/05/2017,,351938,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"Oldcourt Rd, Oldcourt, Dublin, Ireland",53.2700459,-6.3415907,South Dublin
2017,06/03/2017,Dublin 13,314000,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Parkside Mews, Grange, Dublin, Ireland",53.4065018,-6.1670122,Dublin City
2017,27/01/2017,Dublin 6,405000,Second-Hand Dwelling house /Apartment,,"4 Abbeyfield, Pembroke - Rathmines, Dublin, Ireland",53.3154049,-6.2460201,Dublin City
2017,02/06/2017,Dublin 4,840000,Second-Hand Dwelling house /Apartment,,"Ailesbury Oaks, Ailesbury Rd, Dublin 4, Ireland",53.3209401,-6.2169417,Dublin City
2017,09/02/2017,Dublin 14,401000,Second-Hand Dwelling house /Apartment,,"Apartment 5, An Cuileann, Mount Anville Rd, Mount Merrion, Dublin 14, Ireland",53.298121,-6.219307,Dn Laoghaire-Rathdown
2017,22/06/2017,Dublin 16,530000,Second-Hand Dwelling house /Apartment,,"4 Ashton Cl, Ballyroan, Dublin 16, D16 W1X8, Ireland",53.2851055,-6.3077968,South Dublin
2017,28/02/2017,,512000,Second-Hand Dwelling house /Apartment,,"4 Ashton Grove, Ballyroan, Dublin 16, D16 YK09, Ireland",53.2853879,-6.3072007,South Dublin
2017,02/03/2017,,385000,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"59 Main St, Swords Demesne, Swords, Co. Dublin, Ireland",53.4565097,-6.2211673,Fingal
2017,08/02/2017,Dublin 15,227000,Second-Hand Dwelling house /Apartment,,"4 Ballentree Cres, Tyrrelstown, Dublin 15, D15 V9W6, Ireland",53.4178795,-6.3837935,Fingal
2017,26/04/2017,,505000,Second-Hand Dwelling house /Apartment,,"Bayview Bungalows, Killiney Hill Rd, Hackettsland, Killiney, Co. Dublin, Ireland",53.245764,-6.1199283,Dn Laoghaire-Rathdown
2017,09/06/2017,Dublin 12,270000,Second-Hand Dwelling house /Apartment,,"4 Benmadigan Rd, Drimnagh, Dublin 12, D12 WC79, Ireland",53.3342582,-6.3124048,Dublin City
2017,16/06/2017,Dublin 7,220000,Second-Hand Dwelling house /Apartment,,"Apartment 4 Block F, Smithfield Market, Smithfield, Arran Quay, Dublin 7, Ireland",53.3491579,-6.2786144,Dublin City
2017,28/04/2017,,278000,Second-Hand Dwelling house /Apartment,,"4 Boroimhe Ash, Fosterstown North, Swords, Co. Dublin, K67 DP02, Ireland",53.4450223,-6.2381817,Fingal
2017,02/02/2017,Dublin 18,350000,Second-Hand Dwelling house /Apartment,,"4 B�_thar Sheang��na�_, Fothair an tSruth��in, Seanchill, Baile ́tha Cliath 18, D18 XE81, Ireland",53.243512,-6.1211325,Dn Laoghaire-Rathdown
2017,10/02/2017,Dublin 3,330000,Second-Hand Dwelling house /Apartment,,"4 Bushfield Square, Fionnradharc, Dublin 3, D03 A2V1, Ireland",53.3645148,-6.2407448,Dublin City
2017,20/04/2017,,263778,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"4 Barnwell Pl, Hansfield, Dublin 15, D15 W5FT, Ireland",53.3925325,-6.4439096,Fingal
2017,30/01/2017,,572687,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"Blackberry Hill, Glenamuck Rd, Dublin 18, Ireland",53.2510443,-6.1765762,Dn Laoghaire-Rathdown
2017,12/05/2017,,310000,Second-Hand Dwelling house /Apartment,,"Carraig Leathan, Kilbush Ln, Rush, Co. Dublin, Ireland",53.5233999,-6.0876576,Fingal
2017,13/01/2017,,630000,Second-Hand Dwelling house /Apartment,,"4 Casimir Rd, Harold's Cross, Dublin 6W, Co. Dublin, D6W RY60, Ireland",53.32165,-6.2823726,Dublin City
2017,25/01/2017,,283267.5,Second-Hand Dwelling house /Apartment,,"4 Castlefield Manor, Broomfield, Malahide, Co. Dublin, K36 V974, Ireland",53.4419943,-6.1559453,Fingal
2017,16/06/2017,Dublin 15,440000,Second-Hand Dwelling house /Apartment,,"4 Castleknock Rise, Blanchardstown, Dublin 15, D15 H52N, Ireland",53.3797124,-6.3781166,Fingal
2017,13/01/2017,,580000,Second-Hand Dwelling house /Apartment,,"4 Chalfont Ave, Malahide, Co. Dublin, K36 FF20, Ireland",53.452785,-6.1632771,Fingal
2017,02/06/2017,,295000,Second-Hand Dwelling house /Apartment,,"4A Chamber St, Merchants Quay, Dublin 8, D08 EC84, Ireland",53.3379339,-6.2794369,Dublin City
2017,23/02/2017,,125000,Second-Hand Dwelling house /Apartment,,"4 Chapel Farm Terrace, Racecourse Common, Lusk, Co. Dublin, K45 P786, Ireland",53.5216794,-6.1711091,Fingal
2017,05/05/2017,Dublin 18,297000,Second-Hand Dwelling house /Apartment,,"4 Churchlands, Sandyford, Dublin 18, D18 AC62, Ireland",53.2707265,-6.2273478,Dn Laoghaire-Rathdown
2017,16/01/2017,Dublin 13,15000,Second-Hand Dwelling house /Apartment,,"4 Churchwell Rd, Belmayne, Dublin 13, D13 A3P4, Ireland",53.4043756,-6.1752788,Dublin City
2017,24/03/2017,Dublin 11,425000,Second-Hand Dwelling house /Apartment,,"4 Claremont Dr, Ballygall, Dublin 11, D11 VF80, Ireland",53.3844338,-6.2781697,Dublin City
2017,29/06/2017,Dublin 1,275000,Second-Hand Dwelling house /Apartment,,"31, 3b - 4a Excise Walk, Clarion Quay, Dublin 1, D01 H0C9, Ireland",53.348862,-6.243739,Dublin City
2017,09/05/2017,Dublin 12,256000,Second-Hand Dwelling house /Apartment,,"4 Comeragh Rd, Drimnagh, Dublin 12, D12 WK16, Ireland",53.3259984,-6.3246983,Dublin City
2017,13/02/2017,Dublin 9,345000,Second-Hand Dwelling house /Apartment,,"4 Coolatree Rd, Beaumont, Dublin 9, D09 XF21, Ireland",53.3852552,-6.2303573,Dublin City
2017,23/05/2017,,895000,Second-Hand Dwelling house /Apartment,,"Cranford, Terenure Rd W, Terenure, Dublin 6W, Co. Dublin, Ireland",53.310755,-6.297153,Dublin City
2017,19/04/2017,Dublin 15,232500,Second-Hand Dwelling house /Apartment,,"4 Curragh Hall Green, Tyrrelstown, Dublin 15, D15 P8N3, Ireland",53.4160516,-6.3879465,Fingal
2017,20/04/2017,,251101,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Garters Lane, Fortunestown Ln, Dublin, Ireland",53.284505,-6.433161,South Dublin
2017,31/03/2017,,339207,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Garters Lane, Fortunestown Ln, Dublin, Ireland",53.284505,-6.433161,South Dublin
2017,03/03/2017,,595000,Second-Hand Dwelling house /Apartment,,"Dooroge House, Woodpark, Ballyboughal, Co. Dublin, Ireland",53.5113795,-6.2672326,Fingal
2017,31/03/2017,,770925,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"4 Killiney Rd, Dalkey, Dublin, Ireland",53.273023,-6.1213434,Dn Laoghaire-Rathdown
2017,02/05/2017,,260000,Second-Hand Dwelling house /Apartment,,"4 Earlsfort Glade, Balgaddy, Lucan, Co. Dublin, K78 EP02, Ireland",53.3456286,-6.4155022,South Dublin
2017,10/03/2017,,315000,Second-Hand Dwelling house /Apartment,,"4 Eden Terrace, Glenageary, Dublin, A96 W449, Ireland",53.2855319,-6.1256935,Dn Laoghaire-Rathdown
2017,05/05/2017,Dublin 8,6.00E+05,Second-Hand Dwelling house /Apartment,,"4 Florence St, Wood Quay, Dublin 8, D08 CFY9, Ireland",53.3312863,-6.2695567,Dublin City
2017,03/03/2017,Dublin 8,150000,Second-Hand Dwelling house /Apartment,,"4 Forbes Ln, Ushers, Dublin 8, D08 Y8W5, Ireland",53.3394734,-6.2879018,Dublin City
2017,30/01/2017,,265000,Second-Hand Dwelling house /Apartment,,"4 Foxborough Downs, Balgaddy, Lucan, Co. Dublin, K78 YV62, Ireland",53.3428999,-6.4237707,South Dublin
2017,08/05/2017,,762500,Second-Hand Dwelling house /Apartment,,"Glenn Terrace, Glasthule Rd, Glenageary, Glasthule, Co. Dublin, Ireland",53.287492,-6.124226,Dn Laoghaire-Rathdown
2017,26/04/2017,Dublin 16,572000,Second-Hand Dwelling house /Apartment,,"4 Grange Manor Ave, Rathfarnham, Dublin 16, D16 PX30, Ireland",53.2863649,-6.2730845,South Dublin
2017,24/02/2017,Dublin 16,3.00E+05,Second-Hand Dwelling house /Apartment,,"4 Grangebrook Cl, Rathfarnham, Dublin 16, D16 X4P0, Ireland",53.2748053,-6.2852539,South Dublin
2017,01/02/2017,Dublin 6,20000,Second-Hand Dwelling house /Apartment,,"4 Grantham St, Saint Kevin's, Dublin 8, D08 Y2W7, Ireland",53.334198,-6.2659991,Dublin City
2017,04/04/2017,Dublin 7,364000,Second-Hand Dwelling house /Apartment,,"4 Great Western Square, Phibsborough, Dublin 7, D07 W351, Ireland",53.3594154,-6.2764237,Dublin City
2017,17/02/2017,Dublin 18,255000,Second-Hand Dwelling house /Apartment,,"4 Grianan Fidh, Sandyford, Dublin, Ireland",53.2634863,-6.219188,Dn Laoghaire-Rathdown
2017,20/03/2017,Dublin 6,950000,Second-Hand Dwelling house /Apartment,,"4 Gulistan Terrace, Dublin 6, D06 P2C4, Ireland",53.32469,-6.2613531,Dublin City
2017,03/05/2017,,150000,Second-Hand Dwelling house /Apartment,,"4 Hands Ln, Rush, Co. Dublin, Ireland",53.5213583,-6.0943577,Fingal
2017,12/05/2017,Dublin 12,330000,Second-Hand Dwelling house /Apartment,,"4 Herberton Rd, Drimnagh, Dublin 12, D12 FY99, Ireland",53.3306947,-6.2978817,Dublin City
2017,28/02/2017,Dublin 8,370000,Second-Hand Dwelling house /Apartment,,"4 Heuston Square, Inchicore, Dublin 8, D08 N7X3, Ireland",53.3426388,-6.3135602,Dublin City
2017,25/01/2017,Dublin 12,87500,Second-Hand Dwelling house /Apartment,,"Hollybrook, Bluebell Ave, Inchicore, Dublin 12, Ireland",53.3315651,-6.3397218,Dublin City
2017,09/06/2017,,285450,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Royal Canal Park, Dublin, Co. Dublin, Ireland",53.3770924,-6.3179312,Dublin City
2017,25/01/2017,Dublin 18,3.00E+05,Second-Hand Dwelling house /Apartment,,"4 Kilcross Ave, Sandyford, Dublin 18, D18 Y4T2, Ireland",53.2700192,-6.231104,Dn Laoghaire-Rathdown
2017,08/02/2017,Dublin 3,8.00E+05,Second-Hand Dwelling house /Apartment,,"4 Kincora Park, Clontarf East, Dublin 3, D03 VY51, Ireland",53.36181,-6.2011085,Dublin City
2017,09/01/2017,Dublin 18,290000,Second-Hand Dwelling house /Apartment,,"Apartment 48, Kingston Hall, Harold's Grange Rd, Sandyford, Dublin 18, Ireland",53.2676542,-6.2537557,Dn Laoghaire-Rathdown
2017,26/01/2017,,1190000,Second-Hand Dwelling house /Apartment,,"4 Lakelands Park, Terenure, Dublin, Ireland",53.3059714,-6.2910321,Dublin City
2017,24/02/2017,,260000,Second-Hand Dwelling house /Apartment,,"4 Liffey Row, Liffey Valley Park, Lucan, Co. Dublin, K78 EV26, Ireland",53.3533874,-6.4137251,South Dublin
2017,20/06/2017,,205500,Second-Hand Dwelling house /Apartment,,"4 Limekiln Ln, Harold's Cross, Dublin 12, D12 HX97, Ireland",53.328186,-6.2782726,Dublin City
2017,04/01/2017,Dublin 9,337500,Second-Hand Dwelling house /Apartment,,"4 Lorcan Dr, Whitehall, Dublin 9, D09 R504, Ireland",53.3930703,-6.2421585,Dublin City
2017,10/05/2017,,475000,Second-Hand Dwelling house /Apartment,,"2, Marine Court, Crofton Rd, D̼n Laoghaire, Dublin, Ireland",53.295471,-6.1378987,Dn Laoghaire-Rathdown
2017,24/02/2017,,290000,Second-Hand Dwelling house /Apartment,,"Millbank Walk, Old Rd, Rush, Co. Dublin, Ireland",53.5226453,-6.1060366,Fingal
2017,28/02/2017,Dublin 24,225000,Second-Hand Dwelling house /Apartment,,"4 Millrace Park, Saggart, Co. Dublin, D24 VW11, Ireland",53.2816703,-6.4521573,South Dublin
2017,11/05/2017,Dublin 22,262000,Second-Hand Dwelling house /Apartment,,"4 Monksfield Grove, Knockmitten, Dublin 22, D22 E120, Ireland",53.3222336,-6.3753037,South Dublin
2017,09/06/2017,,510000,Second-Hand Dwelling house /Apartment,,"4 Mount Argus Cl, Harold's Cross, Dublin 6W, Co. Dublin, D6W WK22, Ireland",53.3202653,-6.290343,Dublin City
2017,16/02/2017,Dublin 12,525000,Second-Hand Dwelling house /Apartment,,"4 Mountdown Rd, Manor Estate, Dublin 12, D12 CD86, Ireland",53.3072636,-6.3232077,South Dublin
